metro_name,CBSA,total_units_2010,highrise_units_2010,total_units_2024,highrise_units_2024,highrise_growth,highrise_pct_growth,lat,lon
"New York-Newark-Jersey City, NY-NJ Metro Area",35620,7469623.0,1984464.0,8038666,2355577,371113.0,18.7,40.72168897852375,-74.0218862539946
"Dallas-Fort Worth-Arlington, TX Metro Area",19100,2434997.0,226417.0,3096731,442819,216402.0,95.6,32.84976830447734,-96.9706101668234
"Houston-Pasadena-The Woodlands, TX Metro Area",26420,2229168.0,221498.0,2906364,419928,198430.0,89.6,29.840411045734605,-95.38509954138004
"Los Angeles-Long Beach-Anaheim, CA Metro Area",31080,4467990.0,742353.0,4796635,927194,184841.0,24.9,34.220094664256095,-118.14852589617135
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",47900,2180947.0,316988.0,2506631,472680,155692.0,49.1,38.84308602851246,-77.50956774203958
"Seattle-Tacoma-Bellevue, WA Metro Area",42660,1437149.0,185314.0,1704523,317249,131935.0,71.2,47.5533310451312,-121.85602547268175
"Atlanta-Sandy Springs-Roswell, GA Metro Area",12060,2128758.0,156208.0,2497322,276616,120408.0,77.1,33.732805573019114,-84.39236696602028
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",33100,2444544.0,638088.0,2680465,757102,119014.0,18.7,26.155372885944395,-80.50564299380831
"Phoenix-Mesa-Chandler, AZ Metro Area",38060,1745666.0,121604.0,2068985,225812,104208.0,85.7,33.18670713278264,-112.06885058674968
"Chicago-Naperville-Elgin, IL-IN Metro Area",16980,3773438.0,468200.0,3900420,560241,92041.0,19.7,41.66561702679343,-87.9556993832255
"Austin-Round Rock-San Marcos, TX Metro Area",12420,676169.0,80868.0,1042843,172524,91656.0,113.3,30.261822526614793,-97.65427470819368
"Boston-Cambridge-Newton, MA-NH Metro Area",14460,1866582.0,225200.0,2059059,313431,88231.0,39.2,42.55437326629915,-71.09964276555151
"San Francisco-Oakland-Fremont, CA Metro Area",41860,1727449.0,262176.0,1880374,346835,84659.0,32.3,37.78089414099561,-122.16588397033101
"Denver-Aurora-Centennial, CO Metro Area",19740,1062704.0,136818.0,1290063,220786,83968.0,61.4,39.43416894776375,-104.89585296283632
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",37980,2418248.0,188586.0,2624257,268741,80155.0,42.5,39.904490644377866,-75.30363476174556
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",33460,1343511.0,203863.0,1551396,278414,74551.0,36.6,45.101024807666136,-93.27411739209762
"Charlotte-Concord-Gastonia, NC-SC Metro Area",16740,714598.0,41322.0,1165208,104872,63550.0,153.8,35.16727529780955,-80.79541296301609
"Orlando-Kissimmee-Sanford, FL Metro Area",36740,917474.0,65210.0,1145360,122792,57582.0,88.3,28.433746707795176,-81.36146447687491
"San Antonio-New Braunfels, TX Metro Area",41700,810455.0,45776.0,1057823,100824,55048.0,120.3,29.428707742690225,-98.60174386216596
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",34980,652602.0,42229.0,897206,96644,54415.0,128.9,36.08891514959314,-86.72540470337248
"Las Vegas-Henderson-North Las Vegas, NV Metro Area",29820,812840.0,56834.0,948995,110333,53499.0,94.1,36.213989687774806,-115.01453275630614
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",38900,909973.0,92691.0,1062495,144662,51971.0,56.1,45.59669383150161,-122.4795719850522
"Tampa-St. Petersburg-Clearwater, FL Metro Area",45300,1336484.0,130046.0,1515178,175837,45791.0,35.2,28.15406196564682,-82.40689269184297
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",41940,644198.0,87661.0,720159,133277,45616.0,52.0,36.908374817304846,-121.3724694222184
"San Diego-Chula Vista-Carlsbad, CA Metro Area",41740,1154874.0,156817.0,1250641,202203,45386.0,28.9,33.033996769601465,-116.73506494712879
"Riverside-San Bernardino-Ontario, CA Metro Area",40140,1474437.0,66353.0,1613300,104522,38169.0,57.5,34.55081271615313,-116.12777368900933
"Raleigh-Cary, NC Metro Area",39580,446498.0,25088.0,619032,61432,36344.0,144.9,35.75666799722094,-78.46088003331597
"Baltimore-Columbia-Towson, MD Metro Area",12580,1122992.0,70311.0,1201675,101913,31602.0,44.9,39.33680294039834,-76.57916724211339
"Kansas City, MO-KS Metro Area",28140,873272.0,45804.0,960950,77378,31574.0,68.9,38.93479241996407,-94.44582539654947
"Columbus, OH Metro Area",18140,784060.0,43349.0,926466,72430,29081.0,67.1,39.96750586438106,-82.83633868473804
"Salt Lake City-Murray, UT Metro Area",41620,400856.0,35648.0,474627,64150,28502.0,80.0,40.47074598221139,-113.01129162944312
"Sacramento-Roseville-Folsom, CA Metro Area",40900,861862.0,53504.0,954751,79033,25529.0,47.7,38.780920361288295,-120.99944430792911
"Madison, WI Metro Area",31540,249656.0,33928.0,315529,58950,25022.0,73.8,43.079347715027204,-89.59319088099056
"Richmond, VA Metro Area",40060,520660.0,24687.0,569714,48117,23430.0,94.9,37.41213639243079,-77.44663651315244
"Jacksonville, FL Metro Area",27260,587486.0,40571.0,732419,63997,23426.0,57.7,30.236270410908133,-81.79164368389657
"Milwaukee-Waukesha, WI Metro Area",33340,664653.0,74948.0,701558,97260,22312.0,29.8,43.17594036932501,-88.17290994324995
"Cleveland, OH Metro Area",17410,952600.0,88478.0,1018605,110745,22267.0,25.2,41.462421451426316,-81.44211634587542
"Indianapolis-Carmel-Greenwood, IN Metro Area",26900,748174.0,36703.0,909926,57332,20629.0,56.2,39.79179173210385,-86.12205469492193
"Charleston-North Charleston, SC Metro Area",16700,289861.0,11608.0,378268,32221,20613.0,177.6,33.042933447503835,-80.04456831978653
"Pittsburgh, PA Metro Area",38300,1101793.0,65287.0,1174149,84736,19449.0,29.8,40.47301026145828,-79.86255369668989
"Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",47260,680167.0,34437.0,763678,53738,19301.0,56.0,36.82417734370065,-76.47098268344978
"Des Moines-West Des Moines, IA Metro Area",19780,236083.0,22165.0,314368,40099,17934.0,80.9,41.576082650437,-93.76192698894688
"San Juan-Bayamón-Caguas, PR Metro Area",41980,966759.0,68040.0,1028553,85806,17766.0,26.1,18.27645982644462,-66.11242120462131
"Cincinnati, OH-KY-IN Metro Area",17140,912430.0,43796.0,967188,61363,17567.0,40.1,39.08054158016708,-84.46369358623514
"Bridgeport-Stamford-Danbury, CT Metro Area",14860,358132.0,34200.0,377569,51704,17504.0,51.2,41.3040383457045,-73.40287920270538
"St. Louis, MO-IL Metro Area",41180,1227489.0,59825.0,1273302,77210,17385.0,29.1,38.734765314403916,-90.35106373783094
"Detroit-Warren-Dearborn, MI Metro Area",19820,1889380.0,117210.0,1926157,134155,16945.0,14.5,42.7188212024854,-83.23373008125424
"North Port-Bradenton-Sarasota, FL Metro Area",35840,396632.0,37417.0,487726,52837,15420.0,41.2,27.347752574003607,-82.32245866508188
"Oklahoma City, OK Metro Area",36420,530813.0,22156.0,622187,37306,15150.0,68.4,35.42905832000411,-97.50509144653297
"Providence-Warwick, RI-MA Metro Area",39300,690006.0,44999.0,730957,59893,14894.0,33.1,41.717944904921346,-71.39979515559025
"Omaha, NE-IA Metro Area",36540,355732.0,27378.0,412110,41647,14269.0,52.1,41.2897732286603,-95.99954664267973
"Baton Rouge, LA Metro Area",12940,322571.0,15677.0,384016,29600,13923.0,88.8,30.516938317219893,-91.12648900504904
"Urban Honolulu, HI Metro Area",46520,334812.0,83043.0,374304,95729,12686.0,15.3,21.45883282833376,-157.97459576099132
"Crestview-Fort Walton Beach-Destin, FL Metro Area",18880,91624.0,10932.0,165136,23559,12627.0,115.5,30.66551091504902,-86.36577560961888
"Fargo, ND-MN Metro Area",22020,89306.0,18159.0,116597,30711,12552.0,69.1,46.91802430450343,-96.96533381665
"Grand Rapids-Wyoming-Kentwood, MI Metro Area",24340,322249.0,15844.0,467528,28148,12304.0,77.7,42.989153557912275,-85.41652056518662
"Tallahassee, FL Metro Area",45220,160840.0,9712.0,178422,21813,12101.0,124.6,30.404835743752358,-84.28605911831586
"Greenville-Anderson-Greer, SC Metro Area",24860,272770.0,10863.0,421283,22533,11670.0,107.4,34.68468060720239,-82.41271123699816
"Louisville/Jefferson County, KY-IN Metro Area",31140,553360.0,24652.0,602727,36148,11496.0,46.6,38.22413114465892,-85.70216846215442
"Durham-Chapel Hill, NC Metro Area",20500,217889.0,14464.0,270378,25677,11213.0,77.5,35.99023583371368,-79.10032763665477
"Fresno, CA Metro Area",23420,310219.0,15799.0,395909,26790,10991.0,69.6,36.87970359493881,-119.6824725089168
"Albany-Schenectady-Troy, NY Metro Area",10580,389620.0,20818.0,422120,31365,10547.0,50.7,42.787782247001296,-73.94269009815996
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",19660,251549.0,24806.0,343043,35271,10465.0,42.2,29.17406687368988,-81.21933431816859
"Tucson, AZ Metro Area",46060,435392.0,36026.0,479939,46249,10223.0,28.4,32.099604385973244,-111.7896553480043
"Greensboro-High Point, NC Metro Area",24660,317312.0,10536.0,344801,20542,10006.0,95.0,36.02490763944909,-79.79165831778873
"Buffalo-Cheektowaga, NY Metro Area",15380,519118.0,24011.0,541660,33397,9386.0,39.1,42.90985470725347,-78.73700813087879
"Rochester, NY Metro Area",40380,451982.0,23661.0,481033,32925,9264.0,39.2,43.007193473718004,-77.55864561791117
"Albuquerque, NM Metro Area",10740,367757.0,24118.0,401720,33311,9193.0,38.1,35.12045156596617,-106.46664005497564
"Wilmington, NC Metro Area",48900,199748.0,6901.0,250971,15992,9091.0,131.7,34.28980595900257,-78.05231147268435
"Little Rock-North Little Rock-Conway, AR Metro Area",30780,301038.0,12916.0,343805,21977,9061.0,70.2,34.756955925616616,-92.39691804717499
"Tulsa, OK Metro Area",46140,403175.0,19651.0,447008,28709,9058.0,46.1,36.249504290470526,-96.16501823037518
"Reno, NV Metro Area",39900,183735.0,15106.0,245639,24110,9004.0,59.6,40.24512270881378,-119.5494183579883
"Breckenridge, CO Micro Area",14720,0.0,0.0,36234,8920,8920.0,,39.46876806671074,-106.20365338466515
"Memphis, TN-MS-AR Metro Area",32820,545543.0,23042.0,580185,31960,8918.0,38.7,35.007007696641125,-89.815098227284
"Naples-Marco Island, FL Metro Area",34940,194529.0,34868.0,239406,43088,8220.0,23.6,26.110974747843116,-81.34743343879018
"Knoxville, TN Metro Area",28940,311160.0,15069.0,418905,23004,7935.0,52.7,36.044536801033885,-84.13772367045043
"New Orleans-Metairie, LA Metro Area",35380,501765.0,33450.0,465148,41270,7820.0,23.4,29.764989055417733,-89.94183833650207
"Chattanooga, TN-GA Metro Area",16860,231333.0,9406.0,254730,17180,7774.0,82.6,35.05165572511254,-85.35878183841125
"Cape Coral-Fort Myers, FL Metro Area",15980,363892.0,36070.0,441194,43743,7673.0,21.3,26.578045584622128,-81.83793662770951
"Columbia, SC Metro Area",17900,322491.0,14655.0,378275,22259,7604.0,51.9,34.09171097475915,-81.0431180906312
"Panama City-Panama City Beach, FL Metro Area",37460,98291.0,12886.0,119406,20448,7562.0,58.7,30.40741505610657,-85.63880869566852
"College Station-Bryan, TX Metro Area",17780,91594.0,5202.0,119017,12602,7400.0,142.3,30.755784595200662,-96.48878289936874
"Worcester, MA Metro Area",49340,323907.0,20606.0,355185,27969,7363.0,35.7,42.35102321740036,-71.9073749047209
"Gainesville, FL Metro Area",23540,118157.0,8574.0,157066,15906,7332.0,85.5,29.516979246242148,-82.60054319690565
"Ogden, UT Metro Area",36260,182068.0,7032.0,225389,14123,7091.0,100.8,41.118820050566875,-111.8706004180338
"Sioux Falls, SD-MN Metro Area",43620,92905.0,9810.0,128770,16870,7060.0,72.0,43.527045843274216,-96.87403168660354
"Brownsville-Harlingen, TX Metro Area",15180,140484.0,6248.0,159679,13272,7024.0,112.4,26.134053654167136,-97.514474057216
"Winston-Salem, NC Metro Area",49180,210858.0,7587.0,310088,14571,6984.0,92.1,36.07600343988339,-80.34563843188695
"Lincoln, NE Metro Area",30700,126042.0,11862.0,147530,18842,6980.0,58.8,40.81991435972073,-96.87051928285672
"Provo-Orem-Lehi, UT Metro Area",39340,146205.0,6880.0,215146,13840,6960.0,101.2,39.866200586494166,-112.35520102726466
"Spokane-Spokane Valley, WA Metro Area",44060,197846.0,17039.0,253987,23982,6943.0,40.7,48.076276253515864,-117.668212871992
"Boulder, CO Metro Area",14500,125768.0,12493.0,144729,19366,6873.0,55.0,40.09242368401332,-105.35794701829992
"Springfield, MO Metro Area",44180,188099.0,8995.0,212213,15788,6793.0,75.5,37.36098643238536,-93.17687694064637
"Kiryas Joel-Poughkeepsie-Newburgh, NY Metro Area",28880,252508.0,11129.0,272868,17855,6726.0,60.4,41.582402890164865,-74.02727625154401
"Birmingham, AL Metro Area",13820,496159.0,21473.0,526287,27921,6448.0,30.0,33.46274673100884,-86.81416833454841
"Savannah, GA Metro Area",42340,147504.0,5451.0,181432,11706,6255.0,114.7,32.13015879944428,-81.30191809666226
"Fort Collins-Loveland, CO Metro Area",22660,130619.0,6188.0,164690,12418,6230.0,100.7,40.66617378385284,-105.4607758690855
"Champaign-Urbana, IL Metro Area",16580,99421.0,9178.0,108790,15319,6141.0,66.9,40.22581666522121,-88.29514022551102
"Huntsville, AL Metro Area",26620,174937.0,6304.0,222961,12398,6094.0,96.7,34.78330379246748,-86.73462777145296
"Colorado Springs, CO Metro Area",17820,261292.0,20526.0,317156,26386,5860.0,28.5,38.84281032597738,-104.65783442742787
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",10900,338833.0,13278.0,361874,19021,5743.0,43.3,40.789442332223025,-75.40418282480069
"Myrtle Beach-Conway-North Myrtle Beach, SC Metro Area",34820,178080.0,20268.0,217419,25961,5693.0,28.1,33.92122272715147,-78.99715893083587
"Kenosha, WI Metro Area",28450,0.0,0.0,73678,5664,5664.0,,42.57674841900387,-88.0420298052804
"Gulfport-Biloxi, MS Metro Area",25060,106912.0,3595.0,189841,9244,5649.0,157.1,30.551624120819266,-89.03359683436807
"Tuscaloosa, AL Metro Area",46220,95564.0,4438.0,124892,9928,5490.0,123.7,33.10919882549518,-87.7646902967948
"Williston, ND Micro Area",48780,10184.0,593.0,20376,6024,5431.0,915.9,48.34374950289089,-103.48025642642702
"Palm Bay-Melbourne-Titusville, FL Metro Area",37340,267036.0,19079.0,299305,24331,5252.0,27.5,28.2928805857936,-80.73197817893283
"Fayetteville-Springdale-Rogers, AR Metro Area",22220,191958.0,4880.0,235908,10104,5224.0,107.0,36.10813142258428,-94.07517448339901
"Iowa City, IA Metro Area",26980,64266.0,4510.0,77874,9719,5209.0,115.5,41.5106471272521,-91.64988836125421
"Slidell-Mandeville-Covington, LA Metro Area",43640,0.0,0.0,113911,5195,5195.0,,30.409843423906143,-89.95723321679064
"Trenton-Princeton, NJ Metro Area",45940,142377.0,11757.0,151138,16898,5141.0,43.7,40.2834877611934,-74.70228284799155
"Manchester-Nashua, NH Metro Area",31700,164603.0,15937.0,177734,21049,5112.0,32.1,42.91514717420187,-71.71579293337363
"Burlington-South Burlington, VT Metro Area",15540,91207.0,4838.0,103233,9896,5058.0,104.5,44.686415291031196,-73.03165060222587
"Akron, OH Metro Area",10420,311174.0,18291.0,319249,23253,4962.0,27.1,41.14864993050187,-81.34961465048835
"Bakersfield-Delano, CA Metro Area",12540,278239.0,7929.0,306999,12881,4952.0,62.5,35.34377215714405,-118.72888827047434
"Syracuse, NY Metro Area",45060,286766.0,16334.0,297576,21283,4949.0,30.3,43.15346494550624,-76.03269013802546
"Boise City, ID Metro Area",14260,240349.0,9170.0,319087,14117,4947.0,53.9,43.009214827534265,-116.14274214772895
"Killeen-Temple, TX Metro Area",28660,153337.0,3761.0,194401,8682,4921.0,130.8,31.20799300180918,-97.78710485351505
"Amherst Town-Northampton, MA Metro Area",11200,0.0,0.0,66786,4857,4857.0,,42.3412434434929,-72.66529348849043
"Lakeland-Winter Haven, FL Metro Area",29460,277547.0,7556.0,340748,12364,4808.0,63.6,27.948812663334373,-81.69710049881473
"Lansing-East Lansing, MI Metro Area",29620,198508.0,13128.0,207300,17766,4638.0,35.3,42.712955728685806,-84.60696487605043
"Eugene-Springfield, OR Metro Area",21660,154121.0,10282.0,169788,14903,4621.0,44.9,43.939334358557836,-122.8461961220525
"Rochester, MN Metro Area",40340,77533.0,6181.0,99618,10717,4536.0,73.4,43.95531818734017,-92.33740713307691
"Portland-South Portland, ME Metro Area",38860,259790.0,11168.0,287616,15644,4476.0,40.1,43.69707900483533,-70.45759612101207
"Midland, TX Metro Area",33260,53097.0,2110.0,74858,6544,4434.0,210.1,32.08931907413062,-101.99124817926982
"Lebanon-Claremont, NH-VT Micro Area",30150,15680.0,374.0,123802,4802,4428.0,1184.0,43.78250923552231,-72.16258397690925
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",37100,279398.0,17841.0,295878,22248,4407.0,24.7,34.454518787400666,-119.08410154155631
"Harrisburg-Carlisle, PA Metro Area",25420,237429.0,10137.0,259155,14540,4403.0,43.4,40.3267455330808,-77.10180490149288
"Santa Maria-Santa Barbara, CA Metro Area",42200,152381.0,9467.0,160592,13792,4325.0,45.7,34.67303562143927,-120.01656016997609
"Prescott Valley-Prescott, AZ Metro Area",39150,0.0,0.0,126095,4234,4234.0,,34.59916989577769,-112.55223512978219
"Lancaster, PA Metro Area",29540,199965.0,8119.0,219224,12295,4176.0,51.4,40.042340264228976,-76.2477041806094
"St. Cloud, MN Metro Area",41060,77074.0,9221.0,84233,13313,4092.0,44.4,45.58615829467156,-94.47276531586479
"Laredo, TX Metro Area",29700,71286.0,2375.0,88176,6388,4013.0,169.0,27.761198037435804,-99.33106146083453
"Kennewick-Richland, WA Metro Area",28420,90305.0,5510.0,114284,9481,3971.0,72.1,46.36305336602125,-119.25557696811973
"Vallejo, CA Metro Area",46700,151616.0,7561.0,164693,11502,3941.0,52.1,38.26981270424575,-121.93294211055354
"Waco, TX Metro Area",47380,93656.0,4732.0,125252,8620,3888.0,82.2,31.594063046154908,-97.28131225881201
"Bellingham, WA Metro Area",13380,89155.0,6802.0,103520,10562,3760.0,55.3,48.82681446034438,-121.72084409927655
"Asheville, NC Metro Area",11700,208656.0,5483.0,203883,9229,3746.0,68.3,35.61694508963789,-82.57075232302176
"Daphne-Fairhope-Foley, AL Metro Area",19300,101093.0,12661.0,132258,16382,3721.0,29.4,30.72698388156319,-87.72230136697065
"Davenport-Moline-Rock Island, IA-IL Metro Area",19340,166127.0,8051.0,174791,11761,3710.0,46.1,41.39676814351949,-90.46596232181726
"Olympia-Lacey-Tumwater, WA Metro Area",36500,104751.0,5606.0,125163,9225,3619.0,64.6,46.92694831194302,-122.83313452292258
"Bismarck, ND Metro Area",13900,46386.0,4022.0,60137,7625,3603.0,89.6,46.88404047380966,-100.97883792533776
"Edwards, CO Micro Area",20780,34272.0,3364.0,33915,6919,3555.0,105.7,39.6279793284044,-106.69535018657433
"Mobile, AL Metro Area",33660,175753.0,6125.0,186082,9631,3506.0,57.2,30.778760838327297,-88.2065151775433
"Corpus Christi, TX Metro Area",18580,179765.0,9478.0,200842,12937,3459.0,36.5,27.896912141048585,-97.47494399658378
"Lubbock, TX Metro Area",31180,116622.0,8375.0,157215,11824,3449.0,41.2,33.46436377845113,-101.87971313176028
"Augusta-Richmond County, GA-SC Metro Area",12260,232613.0,4678.0,271673,8065,3387.0,72.4,33.460644462021186,-81.98292370679958
"Hartford-West Hartford-East Hartford, CT Metro Area",25540,503113.0,46020.0,499522,49396,3376.0,7.3,41.70816911701753,-72.5524511770318
"Atlantic City-Hammonton, NJ Metro Area",12100,125826.0,14704.0,231798,18070,3366.0,22.9,39.37329216172404,-74.70585794078563
"Stockton-Lodi, CA Metro Area",44700,231114.0,13471.0,260151,16774,3303.0,24.5,37.93421575807755,-121.27129283069421
"Wichita, KS Metro Area",48620,259870.0,13793.0,280193,17032,3239.0,23.5,37.637940251532434,-97.24632544202453
"Heber, UT Micro Area",25720,9983.0,140.0,42777,3333,3193.0,2280.7,40.65896270427153,-111.03941176824739
"Santa Rosa-Petaluma, CA Metro Area",42220,202668.0,11590.0,207699,14771,3181.0,27.4,38.52853032279613,-122.88668524546443
"Toledo, OH Metro Area",45780,300585.0,16125.0,276386,19281,3156.0,19.6,41.498213778278085,-83.78176114952554
"Port St. Lucie, FL Metro Area",38940,211588.0,13665.0,243267,16772,3107.0,22.7,27.220313704169676,-80.45016733442218
"Grand Forks, ND-MN Metro Area",24220,43641.0,6138.0,48588,9188,3050.0,49.7,47.83681603365135,-96.84236994575342
"Columbia, MO Metro Area",17860,73170.0,3144.0,93349,6151,3007.0,95.6,38.98388567974371,-92.57957755196719
"Rifle, CO Micro Area",40090,0.0,0.0,38365,2999,2999.0,,39.50602487851497,-107.65761753951656
"Jackson, MS Metro Area",27140,219793.0,6073.0,271927,9068,2995.0,49.3,32.42674456152845,-90.13601596605383
"Columbus, GA-AL Metro Area",17980,126900.0,5400.0,145963,8378,2978.0,55.1,32.4177617251778,-84.84391110587353
"Lexington-Fayette, KY Metro Area",30460,205317.0,13345.0,231167,16279,2934.0,22.0,38.090369873566196,-84.43229320224664
"Wildwood-The Villages, FL Metro Area",48680,0.0,0.0,84068,2924,2924.0,,28.70415443003976,-82.08032626221038
"Modesto, CA Metro Area",33700,177591.0,7598.0,185149,10519,2921.0,38.4,37.55892202035851,-120.99860620630878
"Fayetteville, NC Metro Area",22180,150444.0,4264.0,164719,7150,2886.0,67.7,35.03706393888605,-78.98031189535266
"Lawrence, KS Metro Area",29940,46037.0,2752.0,53675,5624,2872.0,104.4,38.88466532568085,-95.29231572124112
"Greenville, NC Metro Area",24780,81054.0,3457.0,82638,6326,2869.0,83.0,35.59335920436095,-77.37461500605383
"Macon-Bibb County, GA Metro Area",31420,101051.0,2962.0,104712,5829,2867.0,96.8,32.85737160172037,-83.7149070939538
"Steamboat Springs, CO Micro Area",44460,0.0,0.0,23305,2863,2863.0,,40.575263572683724,-107.80238732449207
"Duluth, MN-WI Metro Area",20260,140278.0,9084.0,143313,11941,2857.0,31.5,47.32556722432073,-92.40607241682142
"Lynchburg, VA Metro Area",31340,110851.0,2237.0,119048,5085,2848.0,127.3,37.365106177409935,-79.2198735899073
"Bend, OR Metro Area",13460,78004.0,2352.0,121699,5191,2839.0,120.7,44.165541842518714,-120.88286258328232
"Minot, ND Metro Area",33500,30696.0,1535.0,36659,4372,2837.0,184.8,48.31812419545138,-101.2056994294748
"Ann Arbor, MI Metro Area",11460,147269.0,11250.0,159782,14080,2830.0,25.2,42.25319487151655,-83.83881625704223
"Spartanburg, SC Metro Area",43900,121137.0,2791.0,157697,5554,2763.0,99.0,34.837974463795454,-81.84675701391161
"Pensacola-Ferry Pass-Brent, FL Metro Area",37860,199210.0,11416.0,229219,14152,2736.0,24.0,30.687421620489165,-87.15611090452387
"La Crosse-Onalaska, WI-MN Metro Area",29100,56330.0,3669.0,76850,6389,2720.0,74.1,43.698293205129815,-91.10724332939986
"Ames, IA Metro Area",11180,36031.0,4679.0,53928,7367,2688.0,57.4,42.036493955908796,-93.69831840002551
"Salinas, CA Metro Area",41500,138833.0,7244.0,145469,9895,2651.0,36.6,36.21685076699574,-121.2365410811534
"Beaumont-Port Arthur, TX Metro Area",13140,159830.0,5651.0,172921,8281,2630.0,46.5,30.101685720070552,-94.20766771242188
"Lafayette-West Lafayette, IN Metro Area",29200,83092.0,5792.0,97674,8403,2611.0,45.1,40.47744592653323,-87.02365974424613
"Auburn-Opelika, AL Metro Area",12220,60539.0,3404.0,89272,5984,2580.0,75.8,32.49396310067415,-85.52338659805767
"Salem, OR Metro Area",41420,149201.0,8003.0,167162,10568,2565.0,32.1,44.90412782502347,-122.90259599530715
"Cedar Rapids, IA Metro Area",16300,111047.0,5290.0,123107,7819,2529.0,47.8,42.09186806519332,-91.63149333612986
"Odessa, TX Metro Area",36220,52272.0,2281.0,68899,4794,2513.0,110.2,31.869136583889,-102.54298361156103
"Massena-Ogdensburg, NY Micro Area",32390,0.0,0.0,51970,2449,2449.0,,44.49579589421064,-75.06920378990175
"Missoula, MT Metro Area",33540,48931.0,2894.0,59502,5292,2398.0,82.9,47.07205574547211,-114.26553357022571
"South Bend-Mishawaka, IN-MI Metro Area",43780,139962.0,5707.0,144259,8059,2352.0,41.2,41.77327470182567,-86.1348916272887
"Lexington Park, MD Metro Area",30500,40541.0,1107.0,82504,3458,2351.0,212.4,38.39157162348007,-76.59185488268862
"Amarillo, TX Metro Area",11100,100834.0,5843.0,115539,8171,2328.0,39.8,35.249562149832336,-101.90931448872442
"Morgantown, WV Metro Area",34060,56982.0,2972.0,65115,5297,2325.0,78.2,39.52715005058819,-79.80369366327749
"Napa, CA Metro Area",34900,54306.0,2482.0,55817,4791,2309.0,93.0,38.50648051742105,-122.33046094673624
"Rexburg, ID Micro Area",39940,19275.0,1136.0,23955,3437,2301.0,202.6,44.13985270330091,-111.51796126658158
"Greeley, CO Metro Area",24540,94434.0,3634.0,129637,5902,2268.0,62.4,40.55415572140432,-104.39433137337157
"St. George, UT Metro Area",41100,55877.0,1435.0,82189,3672,2237.0,155.9,37.280633763064564,-113.50434243685523
"Dayton-Kettering-Beavercreek, OH Metro Area",19430,383914.0,16009.0,372460,18229,2220.0,13.9,39.829364913033196,-84.14172983428352
"Mankato, MN Metro Area",31860,38619.0,3181.0,43460,5378,2197.0,69.1,44.15422263901556,-94.13552321271013
"Montgomery, AL Metro Area",33860,159820.0,4073.0,173330,6229,2156.0,52.9,32.36059068978407,-86.40311917714308
"Hattiesburg, MS Metro Area",25620,59740.0,1988.0,66936,4127,2139.0,107.6,31.18749174233871,-89.22865086011744
"Visalia, CA Metro Area",47300,138647.0,2977.0,154202,5110,2133.0,71.6,36.22019680510614,-118.80085054232883
"Burlington, NC Metro Area",15500,65170.0,1762.0,77073,3882,2120.0,120.3,36.04354575506888,-79.39947225630668
"Bowling Green, KY Metro Area",14540,52653.0,1586.0,81047,3676,2090.0,131.8,37.038323541216734,-86.40657913017758
"Clarksville, TN-KY Metro Area",17300,111090.0,2214.0,137177,4300,2086.0,94.2,36.69261054203461,-87.62271488706763
"Norwich-New London-Willimantic, CT Metro Area",35980,119778.0,6474.0,126425,8521,2047.0,31.6,41.503075605213546,-72.10029583374153
"Ithaca, NY Metro Area",27060,41381.0,3218.0,47804,5260,2042.0,63.5,42.45177106965749,-76.47320946718472
"Charlottesville, VA Metro Area",16820,87641.0,5459.0,101111,7472,2013.0,36.9,37.94968552191482,-78.59331888903408
"Appleton, WI Metro Area",11540,91732.0,3362.0,103408,5348,1986.0,59.1,44.288471025521254,-88.37052329175974
"Green Bay, WI Metro Area",24580,135614.0,6506.0,148932,8475,1969.0,30.3,44.771545729584815,-88.07461429991267
"Hermitage, PA Micro Area",25850,0.0,0.0,50930,1955,1955.0,,41.302283052001044,-80.25765869037218
"Roanoke, VA Metro Area",40220,143012.0,4915.0,148424,6851,1936.0,39.4,37.285596029086754,-79.94628301911986
"Scranton--Wilkes-Barre, PA Metro Area",42540,258520.0,9127.0,264360,11048,1921.0,21.0,41.322801113164964,-75.89587993175623
"Bloomington, IN Metro Area",14020,83718.0,5274.0,75575,7176,1902.0,36.1,39.23466363015555,-86.67565243914675
"Jacksonville, NC Metro Area",27340,65939.0,1909.0,87354,3807,1898.0,99.4,34.73100396492151,-77.42775791122106
